frametime, crtcoll, drawtime, crtupdate 
2.9724,2.3024,0.6274,0.0306
2.8512,2.2109,0.5978,0.0312
2.8163,2.1643,0.6097,0.0308
2.8711,2.2311,0.5978,0.0308
2.8512,2.1964,0.6134,0.0303
2.8807,2.2385,0.6003,0.0305
2.8863,2.2359,0.6088,0.0308
2.8209,2.1759,0.6021,0.0316
2.7916,2.1436,0.6061,0.0306
2.8334,2.1889,0.6022,0.0309
2.8286,2.1601,0.6262,0.0308
2.8272,2.1855,0.5986,0.031
2.8407,2.195,0.6039,0.0306
2.8394,2.1993,0.5983,0.0306
2.863,2.2006,0.6209,0.0303
2.8164,2.1715,0.603,0.0305
3.1218,2.2242,0.6347,0.0305
2.9417,2.2615,0.6129,0.0437
2.854,2.1984,0.6136,0.0304
2.8821,2.2398,0.6004,0.0307
2.8796,2.2152,0.6217,0.0306
2.8456,2.2011,0.6017,0.0311
2.9285,2.2634,0.6226,0.0307
2.792,2.1502,0.5988,0.0317
3.1818,2.5204,0.6195,0.0306
2.8451,2.2018,0.6,0.0319
2.792,2.1428,0.6055,0.0314
3.0057,2.364,0.5991,0.0309
2.7823,2.1339,0.605,0.0321
2.8163,2.1741,0.5997,0.0312
2.8329,2.1651,0.6256,0.0307
2.81,2.1652,0.6028,0.0308
2.8166,2.1597,0.6142,0.0313
2.7745,2.1327,0.6,0.0305
2.8798,2.197,0.6391,0.0323
2.8396,2.1965,0.6008,0.0306
3.0167,2.357,0.6172,0.0312
2.8178,2.1745,0.6006,0.031
2.8398,2.165,0.6316,0.0309
2.8561,2.2142,0.599,0.0312
2.839,2.1884,0.6064,0.0327
2.854,2.2097,0.6018,0.0311
2.8542,2.1971,0.6151,0.0304
2.8867,2.2298,0.613,0.0309
2.9327,2.2594,0.6253,0.0326
2.856,2.1983,0.6063,0.033
3.0331,2.3619,0.6213,0.035
2.8055,2.1582,0.6044,0.0314
2.8232,2.1668,0.613,0.0315
2.7933,2.1527,0.5971,0.0321
3.0033,2.3346,0.6238,0.0317
2.9618,2.3042,0.6129,0.032
3.0674,2.3822,0.6419,0.0314
2.8227,2.1685,0.6114,0.0312
2.9103,2.2216,0.643,0.033
2.9341,2.2779,0.6115,0.0323
2.9384,2.2656,0.6284,0.0328
2.9769,2.3245,0.6084,0.0317
2.9364,2.2654,0.6278,0.0317
3.0603,2.4093,0.6083,0.0312
2.9674,2.3024,0.622,0.0313
2.8822,2.2276,0.6117,0.0312
3.0383,2.3722,0.6229,0.0313
2.8887,2.2357,0.6102,0.0313
2.9118,2.2463,0.6199,0.0319
3.0065,2.3456,0.6142,0.0338
2.8955,2.2269,0.6255,0.0318
2.8593,2.206,0.6107,0.0312
2.8689,2.1874,0.6388,0.0311
2.9176,2.2642,0.6106,0.031
2.9422,2.2565,0.6426,0.0318
2.8376,2.1812,0.6136,0.0314
2.9334,2.2729,0.6165,0.0328
3.0611,2.4075,0.6104,0.0318
2.9323,2.2695,0.6182,0.0333
3,2.344,0.6126,0.0319
2.9451,2.2776,0.6245,0.0315
2.856,2.2019,0.6114,0.0313
2.8855,2.2258,0.6173,0.0312
2.874,2.2318,0.6001,0.0309
3.0865,2.4259,0.6187,0.0306
2.8537,2.2124,0.5985,0.0309
2.9066,2.2419,0.6226,0.0309
3.051,2.4112,0.5977,0.0307
2.7924,2.148,0.6032,0.0301
2.8061,2.1661,0.599,0.0298
2.8275,2.153,0.6319,0.0312
2.7909,2.1508,0.5976,0.031
2.8768,2.23,0.6048,0.0304
2.9684,2.3269,0.5987,0.0316
3.0011,2.3419,0.6171,0.0307
2.8966,2.2559,0.5988,0.0307
2.9005,2.2441,0.6138,0.0311
2.8407,2.2019,0.5966,0.0307
2.9417,2.2931,0.6064,0.0307
2.8424,2.2017,0.5991,0.0302
2.8113,2.1285,0.6399,0.0315
2.8738,2.231,0.601,0.0306
2.9676,2.3018,0.6214,0.0331
2.867,2.2231,0.6019,0.0306
2.8177,2.1486,0.6269,0.0305
2.9411,2.2971,0.601,0.0317
2.9423,2.2868,0.6134,0.0304
2.9051,2.2621,0.598,0.0313
3.0325,2.3689,0.6219,0.0303
2.9254,2.2843,0.5974,0.0305
2.9365,2.2739,0.6197,0.0315
2.8513,2.2114,0.5978,0.0308
2.8543,2.1933,0.6183,0.0317
3.0519,2.4118,0.5976,0.0313
2.8032,2.1575,0.6033,0.0311
2.907,2.2659,0.5988,0.0307
2.8412,2.181,0.6158,0.0331
2.775,2.1351,0.5977,0.0309
2.8585,2.1972,0.6163,0.0308
2.983,2.3338,0.6023,0.0317
2.8492,2.1802,0.6248,0.0313
2.8103,2.1688,0.5988,0.0314
3.0481,2.3874,0.6183,0.031
2.9987,2.3419,0.6122,0.0307
2.9342,2.2508,0.6368,0.0325
2.8455,2.192,0.6102,0.0313
2.9981,2.3362,0.618,0.0321
2.9407,2.2887,0.609,0.0313
3.1697,2.4957,0.6308,0.0313
2.8515,2.1975,0.6098,0.0317
3.0004,2.3394,0.6163,0.0328
2.8917,2.2377,0.6114,0.0313
2.8823,2.222,0.6175,0.031
3.0194,2.3668,0.6101,0.0312
2.8694,2.1978,0.6289,0.0309
2.8429,2.1903,0.609,0.0317
2.8732,2.1909,0.6388,0.0317
2.9146,2.2226,0.6133,0.0667
2.9617,2.3003,0.6184,0.0312
2.9546,2.3031,0.6091,0.0311
3.1128,2.4352,0.6352,0.031
2.8406,2.1832,0.6148,0.0312
2.9484,2.2906,0.6162,0.0306
2.8177,2.1794,0.5963,0.0308
2.8889,2.2251,0.6219,0.0302
2.9006,2.2597,0.5982,0.031
2.8431,2.1755,0.626,0.0303
2.8568,2.2157,0.5995,0.0304
2.9293,2.2606,0.627,0.0304
2.8708,2.233,0.5962,0.0303
2.8619,2.2148,0.6049,0.0308
3.0337,2.3953,0.5965,0.0304
2.8459,2.1769,0.6275,0.0303
2.8716,2.229,0.6003,0.031
2.9338,2.2764,0.6153,0.0309
2.7806,2.1333,0.6046,0.0304
2.9961,2.3411,0.6121,0.0314
2.9169,2.2757,0.5989,0.0306
2.9135,2.2652,0.6059,0.0314
2.9214,2.2774,0.6015,0.0314
2.7938,2.131,0.6205,0.0312
2.8853,2.2448,0.5985,0.0307
2.8265,2.1613,0.6233,0.0308
2.8499,2.2072,0.5999,0.0313
2.9213,2.2543,0.6236,0.0325
2.8756,2.233,0.6005,0.0308
3.2349,2.5662,0.6251,0.0322
2.9268,2.2851,0.5996,0.031
2.934,2.2692,0.6226,0.0308
2.918,2.2796,0.596,0.0311
2.8168,2.1476,0.6275,0.0307
2.8321,2.1933,0.597,0.0306
2.9065,2.2386,0.6251,0.0315
2.8104,2.1712,0.5976,0.0303
2.9102,2.261,0.6074,0.0305
2.9552,2.3144,0.599,0.0305
2.983,2.3228,0.6183,0.0307
2.8391,2.1871,0.6101,0.0305
2.8057,2.1579,0.6052,0.0312
2.8631,2.2238,0.5966,0.0313
2.8358,2.1773,0.6159,0.031
2.8353,2.194,0.5998,0.0301
3.0026,2.3567,0.6036,0.0311
2.8532,2.2146,0.5961,0.0313
2.8603,2.2097,0.6085,0.0308
2.9314,2.2911,0.5987,0.0304
2.8487,2.1916,0.6139,0.0315
2.8707,2.2287,0.5992,0.0314
2.8633,2.1912,0.6291,0.0311
2.8005,2.1505,0.6037,0.032
2.8661,2.2144,0.6062,0.0318
2.8505,2.2067,0.6008,0.0319
2.836,2.1773,0.6166,0.0307
2.9573,2.3,0.6137,0.0312
2.855,2.199,0.6126,0.0314
2.8184,2.1764,0.5994,0.0316
2.8947,2.2379,0.6144,0.0308
2.8607,2.2084,0.609,0.0312
2.9016,2.228,0.6307,0.0313
2.8499,2.1944,0.613,0.0311
2.9077,2.2281,0.6364,0.0314
2.9027,2.2508,0.6089,0.0316
2.8828,2.2119,0.6266,0.0328
2.8896,2.2389,0.6076,0.0316
2.9207,2.2531,0.6245,0.0315
2.8836,2.2315,0.6101,0.0306
2.8966,2.2342,0.6191,0.0318
2.8518,2.1979,0.6112,0.0315
2.896,2.2371,0.6163,0.0309
2.8652,2.2129,0.6091,0.0317
3.0742,2.4032,0.6287,0.0311
2.9707,2.3183,0.6088,0.032
2.9649,2.295,0.6274,0.0311
2.8287,2.1759,0.6095,0.0311
2.9559,2.2884,0.6242,0.0318
2.881,2.2269,0.6084,0.0334
2.9926,2.318,0.6318,0.0312
2.8332,2.1839,0.6061,0.0315
2.8384,2.1815,0.614,0.0313
2.8552,2.1992,0.6124,0.032
2.8462,2.1785,0.6249,0.0314
2.9712,2.2546,0.61,0.031
2.838,2.1859,0.6081,0.0316
2.9782,2.3383,0.5983,0.0303
3.101,2.1695,0.6346,0.0324
2.8466,2.2033,0.5996,0.0314
2.8771,2.2087,0.6261,0.031
2.8578,2.2163,0.5978,0.0316
2.8251,2.1777,0.6052,0.031
2.8151,2.1645,0.6082,0.0309
2.9464,2.3011,0.6031,0.0308
2.8706,2.2291,0.5989,0.0312
2.883,2.2297,0.6105,0.0315
3.0097,2.368,0.598,0.0322
2.7863,2.1402,0.6036,0.0312
3.0945,2.4558,0.5964,0.0305
2.8009,2.1437,0.6153,0.0306
2.9534,2.3124,0.5972,0.0326
3.0533,2.3974,0.6138,0.0308
2.773,2.1319,0.599,0.0307
2.9541,2.2981,0.6143,0.0304
2.8034,2.1611,0.6002,0.0307
2.8098,2.1624,0.6047,0.0311
2.8341,2.1908,0.6009,0.0311
2.8684,2.2115,0.6147,0.0307
2.8959,2.2531,0.5994,0.032
2.8159,2.1522,0.6212,0.0311
2.9986,2.3128,0.6382,0.0329
2.842,2.1865,0.6097,0.0342
2.8153,2.1741,0.6,0.03
2.878,2.2088,0.6264,0.0314
2.9029,2.2612,0.599,0.0314
2.8557,2.2033,0.6104,0.0307
2.7708,2.1314,0.5968,0.0309
2.9171,2.249,0.6268,0.0301
2.7951,2.1557,0.5973,0.0308
2.8629,2.2084,0.6128,0.0306
2.7819,2.141,0.5982,0.0316
2.9191,2.2522,0.6246,0.0307
2.8872,2.2454,0.5994,0.0311
2.9816,2.3197,0.6179,0.0305
2.8682,2.2222,0.5997,0.0325
2.8563,2.189,0.6227,0.0304
2.8468,2.2039,0.6005,0.031
2.8893,2.2245,0.6225,0.0307
2.9706,2.3267,0.6015,0.0306
2.9735,2.3073,0.6239,0.0307
2.9042,2.263,0.5995,0.0301
2.8299,2.1592,0.6288,0.0305
2.8172,2.1757,0.5991,0.0311
2.9869,2.3242,0.6208,0.0305
2.81,2.1674,0.5987,0.0322
3.0498,2.4054,0.6026,0.0305
2.9097,2.2685,0.5979,0.0319
2.8392,2.1886,0.6082,0.031
2.8255,2.186,0.5975,0.0307
2.9378,2.2819,0.6142,0.0305
2.8851,2.2432,0.5996,0.0309
2.8853,2.2323,0.6117,0.0302
2.8662,2.2241,0.6006,0.0305
3.0336,2.3707,0.6212,0.0306
2.7874,2.1379,0.6079,0.0305
2.8299,2.1759,0.6117,0.0312
2.8164,2.1764,0.5979,0.0306
2.9434,2.2828,0.6188,0.0305
2.8108,2.1699,0.5994,0.0304
2.8726,2.197,0.634,0.0305
2.976,2.3359,0.5982,0.0307
2.8971,2.2385,0.6169,0.0305
2.8188,2.1763,0.599,0.0321
2.9281,2.2778,0.6083,0.0309
2.774,2.1365,0.596,0.0303
2.8539,2.2053,0.6052,0.0321
2.835,2.1965,0.5965,0.0307
2.9335,2.2875,0.6046,0.0301
2.9242,2.2835,0.5985,0.0308
2.8027,2.1491,0.6121,0.0303
2.8611,2.2214,0.5978,0.0309
2.8959,2.2428,0.6111,0.0306
2.825,2.185,0.5977,0.0304
2.7714,2.1251,0.6041,0.031
2.865,2.2253,0.5978,0.0305
2.8787,2.2047,0.6325,0.0304
2.8214,2.1764,0.6025,0.0312
3.1167,2.4611,0.6137,0.0303
2.8008,2.1611,0.5979,0.0305
2.9572,2.2959,0.6196,0.0305
2.7942,2.1521,0.5994,0.0312
2.8988,2.227,0.6299,0.0307
2.7787,2.1372,0.5997,0.0305
2.798,2.1298,0.6268,0.0303
2.9382,2.2962,0.5999,0.0308
2.9309,2.2824,0.6067,0.0305
2.8473,2.2054,0.6006,0.0302
2.8417,2.1854,0.6147,0.0302
2.85,2.2106,0.5973,0.031
2.8447,2.1766,0.6265,0.0303
2.8559,2.2164,0.5972,0.0306
2.9623,2.3095,0.6104,0.0312
2.9038,2.2597,0.6016,0.0308
2.8011,2.1369,0.6224,0.0304
2.796,2.1536,0.6007,0.0303
2.8147,2.1581,0.6147,0.0307
2.9886,2.3472,0.5996,0.0306
3.0164,2.3616,0.6128,0.0307
2.8704,2.2295,0.5981,0.0314
2.8163,2.152,0.6222,0.0307
2.8149,2.1788,0.5945,0.0302
2.9715,2.3037,0.6266,0.0301
2.9907,2.3508,0.5978,0.0305
2.8072,2.1525,0.6125,0.031
2.9986,2.3583,0.5981,0.031
2.9342,2.25,0.6264,0.0305
2.8411,2.1904,0.6026,0.0333
3.0353,2.3585,0.6327,0.031
2.8462,2.2064,0.5973,0.0313
2.8567,2.2104,0.6041,0.0309
2.7904,2.1456,0.6019,0.0305
2.8678,2.1978,0.6285,0.0305
2.9024,2.26,0.6001,0.0307
2.8401,2.1725,0.6257,0.0305
3.006,2.3668,0.5974,0.0304
2.9548,2.2886,0.6242,0.0301
3.0508,2.4088,0.5996,0.0305
2.9121,2.2404,0.629,0.0315
2.8668,2.2247,0.6002,0.0304
2.8396,2.1652,0.6317,0.0314
2.8348,2.1927,0.6002,0.0309
2.9385,2.294,0.6029,0.0303
2.7991,2.1596,0.5976,0.0303
3.0704,2.4065,0.6214,0.0312
2.8774,2.2367,0.5993,0.0299
2.847,2.1759,0.6293,0.0303
2.8201,2.18,0.5986,0.0303
2.8078,2.1477,0.6191,0.0297
2.8194,2.1779,0.6,0.0303
2.8572,2.1815,0.6342,0.0301
2.7843,2.1432,0.5994,0.0307
2.8561,2.2078,0.6068,0.0303
2.8861,2.2458,0.5992,0.03
2.82,2.1469,0.6322,0.0297
3.0352,2.3937,0.6,0.0302
2.9415,2.2729,0.627,0.0302
2.9611,2.3192,0.6,0.0305
2.8592,2.1961,0.6216,0.0301
2.8598,2.2193,0.5988,0.0304
2.8022,2.1559,0.6047,0.0306
2.83,2.1897,0.5978,0.031
2.8209,2.1548,0.6239,0.0311
2.7914,2.1522,0.5981,0.0298
2.9286,2.2616,0.6249,0.0303
3.1132,2.4696,0.6021,0.0302
2.8555,2.1863,0.6272,0.0305
2.9539,2.3138,0.5967,0.0322
2.8442,2.1834,0.6194,0.0301
2.9401,2.2999,0.5972,0.031
2.895,2.2469,0.6063,0.0301
2.9014,2.2607,0.5984,0.031
2.9721,2.3035,0.6261,0.0307
2.9519,2.3117,0.5981,0.0305
2.9056,2.2446,0.6191,0.0306
2.8197,2.1794,0.5979,0.0308
2.9129,2.2433,0.6279,0.0303
2.9411,2.3003,0.5984,0.031
2.8279,2.1671,0.6181,0.031
2.7873,2.147,0.5977,0.0312
2.8327,2.1782,0.6122,0.0309
2.9738,2.3324,0.5989,0.0307
2.8545,2.2102,0.6023,0.0304
2.9026,2.264,0.5973,0.0303
2.9543,2.2988,0.6134,0.03
2.9374,2.2972,0.5989,0.03
2.9433,2.293,0.6088,0.0303
2.7869,2.1479,0.5973,0.0305
2.8395,2.1689,0.6288,0.0306
2.9503,2.3095,0.5987,0.0308
2.8418,2.1761,0.6245,0.0302
2.8056,2.166,0.5978,0.0304
2.9452,2.2801,0.6232,0.0305
3.0561,2.4161,0.5985,0.0304
2.9566,2.2948,0.6195,0.0307
2.8759,2.2332,0.5996,0.032
2.8295,2.1638,0.6233,0.031
2.8813,2.2418,0.5958,0.0305
2.9138,2.2435,0.6258,0.031
2.8217,2.179,0.5987,0.0317
2.9928,2.3248,0.6254,0.0312
2.8715,2.2299,0.5995,0.0307
2.8767,2.2182,0.6164,0.0307
2.8209,2.1811,0.5968,0.0314
2.8832,2.2158,0.6255,0.0306
2.9278,2.2854,0.6009,0.0302
2.8753,2.2108,0.6215,0.031
2.8562,2.208,0.6063,0.0304
2.9368,2.2713,0.6236,0.0306
2.896,2.2551,0.5987,0.0305
2.9567,2.3065,0.6082,0.0307
2.888,2.2499,0.5967,0.0303
2.8904,2.2369,0.611,0.0305
2.8666,2.2235,0.6001,0.0312
2.9488,2.2824,0.6248,0.0304
2.8252,2.1845,0.5991,0.03
2.8893,2.2378,0.6091,0.0312
3.056,2.4177,0.5963,0.0308
2.8475,2.1828,0.623,0.03
2.8265,2.1866,0.598,0.0308
2.8518,2.2021,0.608,0.0306
2.8386,2.1985,0.5988,0.0301
2.8322,2.1715,0.6182,0.0314
2.9219,2.2829,0.5971,0.0306
2.8843,2.2253,0.6175,0.0302
2.8817,2.2403,0.5994,0.0306
2.8552,2.1883,0.6255,0.03
3.0554,2.4131,0.5989,0.0321
3.0231,2.3742,0.607,0.0307
2.812,2.1713,0.5972,0.0324
3.0742,2.4063,0.6256,0.031
2.8242,2.1846,0.5976,0.0309
2.9565,2.2927,0.6215,0.0309
2.767,2.1267,0.5986,0.0305
2.8024,2.1349,0.6256,0.0305
2.8238,2.1864,0.5956,0.0304
2.8148,2.1654,0.6073,0.0306
2.8103,2.1713,0.5974,0.0304
2.8163,2.1443,0.6296,0.0309
2.7931,2.1531,0.5977,0.0307
3.0408,2.3687,0.6303,0.0305
2.8167,2.1753,0.5988,0.0313
2.848,2.197,0.6089,0.0309
2.8651,2.2237,0.5994,0.0308
2.8365,2.1713,0.6238,0.0303
2.8593,2.2067,0.5972,0.0306
2.9695,2.3059,0.6187,0.0326
2.8772,2.237,0.599,0.03
2.9007,2.2465,0.6125,0.0304
2.9283,2.2878,0.5984,0.0309
2.9093,2.2407,0.6263,0.0311
2.9659,2.3269,0.5968,0.0309
2.8666,2.2082,0.6149,0.0306
2.8026,2.1606,0.6004,0.0305
2.9435,2.2806,0.6209,0.0308
2.8737,2.233,0.5991,0.0305
2.85,2.18,0.6275,0.0313
2.865,2.2258,0.5972,0.0307
2.876,2.2005,0.6333,0.0307
2.7836,2.1417,0.5987,0.0318
2.9535,2.3103,0.6015,0.0305
2.8589,2.22,0.5966,0.031
2.8178,2.1668,0.6094,0.0304
2.9323,2.2933,0.5958,0.0318
2.8542,2.1984,0.6141,0.0304
2.7823,2.1439,0.5961,0.031
2.8298,2.1767,0.6104,0.031
2.7933,2.1479,0.5992,0.0317
2.8586,2.1903,0.6239,0.0323
2.8731,2.2328,0.5982,0.0308
2.871,2.202,0.6263,0.0307
2.9328,2.2933,0.5974,0.0306
2.9069,2.2506,0.6128,0.0303
2.9953,2.231,0.597,0.0316
2.8479,2.1481,0.6377,0.0366
3.0174,2.3753,0.5981,0.0312
2.9012,2.2503,0.6065,0.0322
2.8199,2.1787,0.5977,0.0312
2.9532,2.2624,0.6293,0.0322
2.8866,2.243,0.5985,0.0319
2.9651,2.3197,0.6029,0.031
2.8923,2.251,0.5995,0.0303
2.8341,2.1758,0.6165,0.0304
2.9236,2.2728,0.608,0.0314
2.8631,2.2123,0.6087,0.0309
2.8426,2.2016,0.5988,0.0307
2.9732,2.3051,0.6267,0.0304
2.9766,2.333,0.5994,0.0321
3.0345,2.3551,0.6369,0.0309
2.8794,2.2392,0.598,0.0304
2.9386,2.2426,0.6512,0.0315
2.8596,2.2063,0.609,0.0318
3.0825,2.3978,0.6421,0.0313
2.8977,2.2447,0.6102,0.0309
2.9694,2.2952,0.6292,0.032
2.8861,2.2336,0.6085,0.0319
3.0559,2.3868,0.6245,0.0322
2.8613,2.2089,0.6094,0.0312
2.948,2.2739,0.6309,0.0312
2.8948,2.2385,0.6129,0.0306
3.0149,2.3269,0.6429,0.0334
3.0641,2.4122,0.6084,0.0317
3.008,2.3391,0.6249,0.0317
2.8936,2.2395,0.6103,0.0317
2.9204,2.2444,0.6312,0.0312
2.8737,2.2115,0.6153,0.0332
2.8778,2.2086,0.6245,0.0323
2.9689,2.3122,0.6135,0.0317
3.031,2.3703,0.6174,0.0316
2.8618,2.2076,0.611,0.0314
3.0939,2.412,0.6328,0.0313
2.8753,2.2156,0.6141,0.0337
2.888,2.2266,0.6185,0.0311
2.8576,2.2056,0.6094,0.0313
2.8816,2.2089,0.6298,0.0313
2.8685,2.2133,0.6116,0.0312
2.9303,2.2678,0.619,0.032
3.1219,2.4695,0.6094,0.0312
3.0982,2.4268,0.6287,0.0313
2.9072,2.2681,0.5968,0.031
2.7955,2.1509,0.6017,0.0316
2.8676,2.2231,0.6005,0.0306
2.8568,2.1983,0.6153,0.0318
2.9078,2.2652,0.5998,0.0311
2.8505,2.1932,0.6152,0.0306
2.9472,2.3056,0.5994,0.031
2.9085,2.2642,0.6019,0.031
2.7975,2.16,0.5944,0.031
2.9225,2.2686,0.6117,0.031
2.8372,2.1979,0.5967,0.0313
2.8903,2.23,0.6171,0.032
2.8146,2.1714,0.6017,0.0305
2.9483,2.2845,0.6209,0.031
3.0358,2.3929,0.6,0.0315
2.7891,2.1342,0.6128,0.0308
2.8662,2.2283,0.5959,0.0309
3.0501,2.389,0.6188,0.0308
2.9044,2.2591,0.602,0.0308
2.948,2.294,0.6083,0.0319
2.8697,2.227,0.6002,0.0311
2.836,2.1767,0.6165,0.0314
2.7916,2.1531,0.594,0.0319
2.9407,2.2769,0.6208,0.0314
2.9611,2.3096,0.6043,0.0314
2.8627,2.1866,0.6278,0.0326
2.9893,2.3435,0.599,0.033
2.9074,2.24,0.6242,0.0318
2.9441,2.3018,0.599,0.0307
2.9107,2.2495,0.6182,0.0313
2.8653,2.2263,0.5962,0.0317
2.8806,2.2195,0.6183,0.031
2.8363,2.1976,0.5963,0.031
2.8233,2.1723,0.608,0.0316
2.928,2.2831,0.6025,0.0309
3.0269,2.3712,0.6134,0.0309
2.9094,2.2539,0.6132,0.0308
2.8604,2.1901,0.628,0.0309
2.8616,2.2247,0.5952,0.0303
3.0824,2.4158,0.6252,0.0303
2.9603,2.3201,0.5977,0.0309
2.9339,2.2887,0.6038,0.0302
2.9777,2.3381,0.5974,0.031
2.8052,2.1354,0.6278,0.0309
2.9305,2.2883,0.5986,0.0324
3.1331,2.2075,0.6275,0.0308
3.0393,2.3986,0.5978,0.031
2.8609,2.1937,0.625,0.0308
2.906,2.2671,0.5963,0.0313
3.0508,2.383,0.6251,0.0312
2.9127,2.2707,0.5995,0.031
2.985,2.3143,0.629,0.0307
2.8426,2.2033,0.5977,0.0301
2.8523,2.1953,0.6157,0.0306
2.9286,2.2886,0.5979,0.0308
2.8367,2.1772,0.6176,0.0307
2.8274,2.1865,0.5978,0.0315
2.9759,2.3274,0.6057,0.0315
2.9011,2.2597,0.5986,0.0315
2.8601,2.2096,0.609,0.0304
2.8982,2.259,0.5968,0.0315
2.8649,2.2163,0.6067,0.0301
2.832,2.1896,0.5975,0.0326
2.8524,2.183,0.6268,0.0314
2.8689,2.2294,0.5975,0.0308
2.8098,2.1571,0.61,0.0304
2.9893,2.3505,0.5967,0.0308
2.9773,2.2935,0.6372,0.0317
2.8695,2.227,0.5971,0.033
2.8267,2.1572,0.6276,0.0307
3.0516,2.4089,0.6001,0.0308
2.8949,2.2248,0.6278,0.0309
2.8221,2.1782,0.6013,0.0312
3.071,2.4184,0.6106,0.0307
2.903,2.2621,0.5991,0.0305
2.8515,2.2003,0.6082,0.0315
2.7608,2.1186,0.5984,0.0319
2.8846,2.2208,0.6216,0.0311
2.9724,2.3284,0.5989,0.0309
2.9239,2.2758,0.6046,0.0313
2.8689,2.2243,0.6015,0.0307
2.8633,2.2067,0.6143,0.0307
2.9464,2.3064,0.5975,0.0312
2.8071,2.1585,0.6062,0.0311
2.8119,2.1711,0.5982,0.0313
2.9837,2.3374,0.6042,0.0311
3.0355,2.3937,0.6,0.0303
2.8787,2.226,0.6102,0.0314
2.8378,2.1879,0.6064,0.0312
2.8888,2.2267,0.6169,0.0336
2.8759,2.2211,0.6112,0.0311
3.1054,2.4316,0.6304,0.0322
2.9828,2.329,0.6109,0.0315
2.9065,2.2495,0.6138,0.0316
2.9724,2.3163,0.6102,0.0312
2.9254,2.2509,0.6303,0.031
3.0723,2.4211,0.6071,0.0326
2.8874,2.2154,0.6283,0.0322
2.9606,2.309,0.608,0.0321
3.1112,2.4226,0.6446,0.0318
2.8514,2.1991,0.6096,0.0314
2.9303,2.2453,0.6424,0.0313
2.9122,2.2634,0.606,0.0315
2.9096,2.233,0.633,0.0316
2.9093,2.2583,0.6083,0.0312
2.9598,2.2759,0.6418,0.0308
2.9048,2.2529,0.6089,0.0316
2.9175,2.2495,0.626,0.0307
2.8939,2.246,0.6046,0.0315
2.8412,2.1821,0.6168,0.0306
2.8924,2.2417,0.6076,0.031
2.9043,2.2358,0.6251,0.0318
2.8442,2.1919,0.6094,0.0313
3.2953,2.6214,0.6307,0.0318
2.9192,2.2696,0.6068,0.0314
3.0574,2.3812,0.6335,0.0311
2.9764,2.3235,0.61,0.0315
2.8567,2.1957,0.6182,0.0311
2.9581,2.2975,0.618,0.0314
3.134,2.4577,0.6341,0.031
3.0757,2.4236,0.6092,0.0313
2.8837,2.2227,0.6188,0.031
2.7788,2.1387,0.5982,0.0305
2.8463,2.1829,0.6214,0.0308
2.8107,2.1718,0.5971,0.0306
2.8469,2.1788,0.6265,0.0303
2.9746,2.3337,0.5973,0.0318
2.8941,2.2382,0.6145,0.0301
2.8728,2.2348,0.5956,0.0313
2.8294,2.169,0.6184,0.0308
2.8519,2.213,0.5975,0.0305
2.8719,2.2029,0.6262,0.0303
2.9005,2.2614,0.5974,0.0303
2.836,2.1686,0.6257,0.0306
2.9595,2.3198,0.5973,0.0313
3.0201,2.3569,0.6216,0.0305
2.8623,2.2231,0.597,0.0308
2.8037,2.1589,0.6032,0.03
2.8382,2.1969,0.5986,0.0316
2.8187,2.1535,0.6224,0.0317
2.8882,2.2501,0.5961,0.0309
2.9178,2.2635,0.6122,0.0308
2.8363,2.1963,0.5977,0.0309
2.8548,2.1857,0.6273,0.0305
2.7654,2.1247,0.5967,0.0325
2.8472,2.1561,0.6145,0.0648
2.9323,2.2938,0.5969,0.0304
2.8406,2.1837,0.6149,0.0305
2.9095,2.2676,0.599,0.0312
2.8074,2.1442,0.6216,0.0305
2.8089,2.1722,0.5951,0.0304
2.9441,2.2782,0.6238,0.0307
2.8243,2.186,0.5962,0.0308
2.8241,2.1769,0.6051,0.0306
2.8729,2.2336,0.5977,0.0303
2.8694,2.2181,0.6102,0.03
2.8733,2.2338,0.5976,0.0304
2.9562,2.2844,0.6293,0.0311
2.8598,2.2185,0.5997,0.0305
2.904,2.2352,0.6262,0.0313
3.079,2.4396,0.5974,0.0306
2.7938,2.1396,0.6128,0.0302
2.9266,2.289,0.596,0.0305
2.8238,2.1705,0.6115,0.0307
2.7944,2.157,0.5957,0.0305
2.8666,2.1882,0.6365,0.0307
2.8379,2.198,0.598,0.0306
2.9162,2.2468,0.6278,0.0305
2.8818,2.243,0.5967,0.0311
2.834,2.1593,0.6313,0.0307
2.9333,2.2871,0.6022,0.0307
2.9408,2.2651,0.6307,0.0306
2.8633,2.2122,0.6079,0.0312
2.9546,2.2964,0.6158,0.0308
2.8917,2.2401,0.6083,0.0314
2.9205,2.2345,0.6432,0.0312
3.0401,2.3891,0.6085,0.0311
2.9733,2.2984,0.6318,0.031
2.8814,2.2317,0.6073,0.0308
2.8693,2.1883,0.639,0.0304
2.8498,2.1987,0.6075,0.0308
2.857,2.2016,0.613,0.0308
2.8645,2.2162,0.6051,0.0317
2.9845,2.3032,0.638,0.0315
2.9434,2.2896,0.6106,0.0316
3.1011,2.4235,0.6353,0.0304
2.875,2.2219,0.6103,0.0311
2.8726,2.1969,0.6317,0.0323
2.9013,2.2515,0.6075,0.0311
2.9695,2.3103,0.6168,0.0307
2.8996,2.2486,0.6083,0.0312
2.9791,2.3078,0.6289,0.0312
